ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V09736093,A320_6678,2024-06-03,3.8,"{'temp': '-1.9°C', 'pressure': '941.7 hPa', 'vibrations': '3.739875072226349 m/s²'}",0
V09883685,B767_4217,2024-06-03,3.8,"{'temp': '17.6°C', 'pressure': '900.3 hPa', 'vibrations': '3.6425877928182815 m/s²'}",0
V03790223,CRJ900_4042,2024-06-03,4.3,"{'temp': '0.7°C', 'pressure': '967.9 hPa', 'vibrations': '4.115347738015461 m/s²'}",0
V04838384,E175_6879,2024-06-03,9.0,"{'temp': '17.3°C', 'pressure': '955.5 hPa', 'vibrations': '0.5866396052751305 m/s²'}",0
V07376174,A350_6031,2024-06-03,3.8,"{'temp': '2.6°C', 'pressure': '992.9 hPa', 'vibrations': '1.6363820055995348 m/s²'}",0
V01931439,A321_6807,2024-06-03,4.3,"{'temp': '-10.8°C', 'pressure': '874.6 hPa', 'vibrations': '2.711820984240198 m/s²'}",0
V04968916,A340_4662,2024-06-03,1.4,"{'temp': '-5.7°C', 'pressure': '944.0 hPa', 'vibrations': '0.0718506885599185 m/s²'}",0
V08488719,B757_1844,2024-06-03,6.8,"{'temp': '-0.5°C', 'pressure': '1007.5 hPa', 'vibrations': '1.4172717723869628 m/s²'}",0
V03942084,A340_1505,2024-06-03,5.7,"{'temp': '-6.1°C', 'pressure': '1003.3 hPa', 'vibrations': '0.019904960117952952 m/s²'}",0
V08111570,B737_2262,2024-06-03,9.7,"{'temp': '-5.8°C', 'pressure': '916.4 hPa', 'vibrations': '3.030957988379182 m/s²'}",0
V05609406,B737_1524,2024-06-03,5.1,"{'temp': '8.4°C', 'pressure': '980.4 hPa', 'vibrations': '2.6510901449577333 m/s²'}",0
V07046563,B737_0616,2024-06-03,8.2,"{'temp': '11.4°C', 'pressure': '919.2 hPa', 'vibrations': '1.011744599183035 m/s²'}",0
V07038546,B767_0906,2024-06-03,1.0,"{'temp': '8.3°C', 'pressure': '984.5 hPa', 'vibrations': '2.9073534951774733 m/s²'}",0
V00470113,A380_5199,2024-06-03,3.4,"{'temp': '0.8°C', 'pressure': '1000.5 hPa', 'vibrations': '3.198411911471003 m/s²'}",0
V02389827,B777_0122,2024-06-03,3.8,"{'temp': '6.3°C', 'pressure': '1010.2 hPa', 'vibrations': '2.444322101948653 m/s²'}",0
V07354076,A330_6573,2024-06-03,5.2,"{'temp': '-12.6°C', 'pressure': '961.7 hPa', 'vibrations': '3.5619553627968346 m/s²'}",1
V00924697,B777_4029,2024-06-03,7.5,"{'temp': '1.6°C', 'pressure': '880.6 hPa', 'vibrations': '2.008124567726049 m/s²'}",0
V07001144,B777_5963,2024-06-03,6.1,"{'temp': '-22.5°C', 'pressure': '974.3 hPa', 'vibrations': '3.4614069029268455 m/s²'}",1
V02299236,CRJ900_3749,2024-06-03,6.6,"{'temp': '17.8°C', 'pressure': '867.7 hPa', 'vibrations': '1.5016513432053062 m/s²'}",0
V00606139,A350_4039,2024-06-03,7.6,"{'temp': '11.7°C', 'pressure': '911.4 hPa', 'vibrations': '4.380413064145005 m/s²'}",0
V04842050,A380_0594,2024-06-03,8.7,"{'temp': '2.4°C', 'pressure': '872.4 hPa', 'vibrations': '3.8166561598592175 m/s²'}",0
V08217077,B757_0697,2024-06-03,2.5,"{'temp': '0.7°C', 'pressure': '960.4 hPa', 'vibrations': '2.571061927351172 m/s²'}",0
V01884934,B767_2315,2024-06-03,1.3,"{'temp': '9.1°C', 'pressure': '1009.7 hPa', 'vibrations': '1.0370454579765853 m/s²'}",0
V02447478,B757_4533,2024-06-03,3.4,"{'temp': '-19.3°C', 'pressure': '923.1 hPa', 'vibrations': '3.92895078291692 m/s²'}",1
V06155486,E175_2945,2024-06-03,7.1,"{'temp': '1.6°C', 'pressure': '882.4 hPa', 'vibrations': '2.082328414130601 m/s²'}",0
V00757653,A350_4789,2024-06-03,7.4,"{'temp': '-5.0°C', 'pressure': '978.1 hPa', 'vibrations': '2.1035993224183853 m/s²'}",0
V06592615,CRJ900_5426,2024-06-03,3.1,"{'temp': '0.5°C', 'pressure': '919.3 hPa', 'vibrations': '0.1881309779182727 m/s²'}",0
V02682834,B767_4924,2024-06-03,3.9,"{'temp': '-0.2°C', 'pressure': '1032.1 hPa', 'vibrations': '1.7286777492427712 m/s²'}",0
V06290730,CRJ900_1943,2024-06-03,4.0,"{'temp': '7.2°C', 'pressure': '965.7 hPa', 'vibrations': '4.271485415787356 m/s²'}",0
V09431912,A340_1384,2024-06-03,6.3,"{'temp': '-5.8°C', 'pressure': '964.4 hPa', 'vibrations': '1.1969989554151639 m/s²'}",0
V07397038,E170_5551,2024-06-03,4.7,"{'temp': '-6.9°C', 'pressure': '932.4 hPa', 'vibrations': '3.6953717588914388 m/s²'}",0
V09026841,A380_2017,2024-06-03,4.0,"{'temp': '-3.9°C', 'pressure': '1030.1 hPa', 'vibrations': '4.979760913181696 m/s²'}",0
V03077385,A380_0553,2024-06-03,4.2,"{'temp': '-6.8°C', 'pressure': '935.7 hPa', 'vibrations': '1.4209264066040612 m/s²'}",0
V09241748,CRJ700_3108,2024-06-03,7.7,"{'temp': '-6.8°C', 'pressure': '942.8 hPa', 'vibrations': '4.887857349214764 m/s²'}",0
V03455570,B777_6867,2024-06-03,5.9,"{'temp': '-1.8°C', 'pressure': '908.8 hPa', 'vibrations': '2.788920023197303 m/s²'}",1
V08544531,A330_4046,2024-06-03,4.9,"{'temp': '14.2°C', 'pressure': '931.6 hPa', 'vibrations': '4.876387571819192 m/s²'}",0
V03126737,E170_5551,2024-06-03,4.1,"{'temp': '-0.4°C', 'pressure': '957.7 hPa', 'vibrations': '4.473793874551024 m/s²'}",0
V07812281,CRJ900_2577,2024-06-03,6.4,"{'temp': '-5.1°C', 'pressure': '818.8 hPa', 'vibrations': '0.8448164478143505 m/s²'}",0
V04931193,E170_3393,2024-06-03,4.5,"{'temp': '6.7°C', 'pressure': '932.2 hPa', 'vibrations': '1.711769153491084 m/s²'}",0
V05706726,B777_0908,2024-06-03,1.5,"{'temp': '-13.6°C', 'pressure': '981.8 hPa', 'vibrations': '1.1324298174873293 m/s²'}",1
V05839472,E175_5414,2024-06-03,2.2,"{'temp': '16.7°C', 'pressure': '865.0 hPa', 'vibrations': '4.758560669351542 m/s²'}",0
V07071560,B737_4369,2024-06-03,7.9,"{'temp': '16.0°C', 'pressure': '953.0 hPa', 'vibrations': '4.8799618887671254 m/s²'}",0
V06460637,A350_0643,2024-06-03,5.8,"{'temp': '3.6°C', 'pressure': '927.8 hPa', 'vibrations': '3.065574528238919 m/s²'}",0
V09428446,B767_5422,2024-06-03,8.4,"{'temp': '-17.0°C', 'pressure': '1045.6 hPa', 'vibrations': '1.745769839115085 m/s²'}",1
V06091437,CRJ700_4386,2024-06-03,1.0,"{'temp': '-5.9°C', 'pressure': '940.1 hPa', 'vibrations': '3.1371553999748447 m/s²'}",0
