ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V02208691,B777_5710,2023-11-07,2.7,"{'temp': '-8.8°C', 'pressure': '927.7 hPa', 'vibrations': '4.836935382797082 m/s²'}",0
V03716150,CRJ900_0709,2023-11-07,3.8,"{'temp': '16.9°C', 'pressure': '1014.4 hPa', 'vibrations': '1.083647934711815 m/s²'}",0
V03712533,A350_4582,2023-11-07,3.7,"{'temp': '29.4°C', 'pressure': '852.2 hPa', 'vibrations': '2.861985122376307 m/s²'}",1
V06801291,CRJ700_2483,2023-11-07,5.8,"{'temp': '-11.4°C', 'pressure': '985.2 hPa', 'vibrations': '1.359547843206768 m/s²'}",0
V01739581,A380_1452,2023-11-07,7.8,"{'temp': '-7.7°C', 'pressure': '921.6 hPa', 'vibrations': '3.741090838035594 m/s²'}",0
V03886779,E170_5343,2023-11-07,4.1,"{'temp': '15.8°C', 'pressure': '1010.8 hPa', 'vibrations': '2.5981147898549133 m/s²'}",0
V02858442,B767_1669,2023-11-07,8.3,"{'temp': '-6.1°C', 'pressure': '910.4 hPa', 'vibrations': '3.9809165461920157 m/s²'}",0
V08192956,CRJ900_0692,2023-11-07,2.5,"{'temp': '-9.7°C', 'pressure': '969.1 hPa', 'vibrations': '2.211716806672661 m/s²'}",0
V01973109,B767_4568,2023-11-07,1.7,"{'temp': '-6.3°C', 'pressure': '1066.4 hPa', 'vibrations': '2.268539706213476 m/s²'}",0
V08332258,CRJ900_3909,2023-11-07,2.7,"{'temp': '-6.6°C', 'pressure': '910.9 hPa', 'vibrations': '1.5170070915705463 m/s²'}",0
V08064986,E170_3700,2023-11-07,5.9,"{'temp': '-6.5°C', 'pressure': '889.8 hPa', 'vibrations': '3.831537923762779 m/s²'}",0
V08943444,E175_3083,2023-11-07,2.4,"{'temp': '0.8°C', 'pressure': '984.4 hPa', 'vibrations': '0.3746524008251667 m/s²'}",0
V02155904,A330_5201,2023-11-07,4.3,"{'temp': '15.5°C', 'pressure': '924.2 hPa', 'vibrations': '0.24376900160940684 m/s²'}",0
V08235804,A380_4793,2023-11-07,2.0,"{'temp': '9.7°C', 'pressure': '922.0 hPa', 'vibrations': '3.066835687872515 m/s²'}",0
V06344697,B747_2485,2023-11-07,8.3,"{'temp': '-14.8°C', 'pressure': '989.0 hPa', 'vibrations': '4.3340156181944165 m/s²'}",1
V03694238,A350_6029,2023-11-07,4.2,"{'temp': '-4.9°C', 'pressure': '937.2 hPa', 'vibrations': '0.8167634777757515 m/s²'}",0
V03479117,B777_2456,2023-11-07,5.8,"{'temp': '-12.3°C', 'pressure': '1064.4 hPa', 'vibrations': '3.938197882530645 m/s²'}",1
V04213048,B767_0817,2023-11-07,9.7,"{'temp': '15.2°C', 'pressure': '945.1 hPa', 'vibrations': '0.7920266381409508 m/s²'}",0
V04494536,B757_4071,2023-11-07,6.6,"{'temp': '-3.4°C', 'pressure': '968.0 hPa', 'vibrations': '2.0281373849054285 m/s²'}",0
V02255964,A340_5804,2023-11-07,3.2,"{'temp': '-7.3°C', 'pressure': '875.0 hPa', 'vibrations': '3.174501686570502 m/s²'}",0
V07611514,E170_5207,2023-11-07,12.7,"{'temp': '-23.8°C', 'pressure': '960.0 hPa', 'vibrations': '0.7450298525173005 m/s²'}",1
V03685595,B767_5954,2023-11-07,3.4,"{'temp': '13.3°C', 'pressure': '949.1 hPa', 'vibrations': '1.1729207656900043 m/s²'}",0
V07171722,CRJ700_2721,2023-11-07,3.0,"{'temp': '-3.7°C', 'pressure': '929.0 hPa', 'vibrations': '2.721122751151657 m/s²'}",0
V05610202,B767_3269,2023-11-07,1.1,"{'temp': '-17.1°C', 'pressure': '876.8 hPa', 'vibrations': '1.5982199127668717 m/s²'}",1
V07886109,A350_4856,2023-11-07,5.5,"{'temp': '-17.2°C', 'pressure': '998.4 hPa', 'vibrations': '3.138659007591956 m/s²'}",1
V09270551,A350_2127,2023-11-07,9.2,"{'temp': '-1.7°C', 'pressure': '1020.6 hPa', 'vibrations': '1.9248458745251462 m/s²'}",0
V01789429,B737_4400,2023-11-07,4.6,"{'temp': '4.4°C', 'pressure': '945.7 hPa', 'vibrations': '3.683516963675106 m/s²'}",0
V05920417,E170_1587,2023-11-07,6.2,"{'temp': '10.8°C', 'pressure': '972.9 hPa', 'vibrations': '0.5699691769490323 m/s²'}",0
V04778371,A340_2412,2023-11-07,11.0,"{'temp': '-5.4°C', 'pressure': '994.9 hPa', 'vibrations': '4.2271720069621415 m/s²'}",0
V00094798,A321_6685,2023-11-07,6.1,"{'temp': '-13.5°C', 'pressure': '841.5 hPa', 'vibrations': '4.667426910099841 m/s²'}",1
V01787815,A321_1584,2023-11-07,4.2,"{'temp': '-3.0°C', 'pressure': '965.1 hPa', 'vibrations': '4.332883801943254 m/s²'}",0
V09794053,A340_6967,2023-11-07,7.6,"{'temp': '-10.7°C', 'pressure': '945.6 hPa', 'vibrations': '0.0980266230742588 m/s²'}",0
V02827973,A380_1116,2023-11-07,2.8,"{'temp': '-8.6°C', 'pressure': '900.0 hPa', 'vibrations': '0.8701761827852766 m/s²'}",0
V06831848,A380_4289,2023-11-07,8.2,"{'temp': '11.5°C', 'pressure': '902.7 hPa', 'vibrations': '3.2164106854158803 m/s²'}",0
V06406118,CRJ700_4729,2023-11-07,6.5,"{'temp': '12.8°C', 'pressure': '946.3 hPa', 'vibrations': '4.484081495454836 m/s²'}",0
V02398435,CRJ900_5674,2023-11-07,5.8,"{'temp': '8.2°C', 'pressure': '949.4 hPa', 'vibrations': '0.09575407287005344 m/s²'}",0
