ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V01310470,E175_2977,2024-06-09,5.6,"{'temp': '1.9°C', 'pressure': '914.1 hPa', 'vibrations': '3.0313282893356632 m/s²'}",0
V06636541,A321_5206,2024-06-09,2.9,"{'temp': '-1.0°C', 'pressure': '969.8 hPa', 'vibrations': '4.966060014563568 m/s²'}",0
V02254235,A321_6807,2024-06-09,3.2,"{'temp': '15.8°C', 'pressure': '995.4 hPa', 'vibrations': '3.79719677949843 m/s²'}",0
V01961454,A340_6943,2024-06-09,0.6,"{'temp': '-9.9°C', 'pressure': '921.3 hPa', 'vibrations': '4.582332545226202 m/s²'}",0
V02047153,A330_6573,2024-06-09,7.8,"{'temp': '-9.8°C', 'pressure': '935.4 hPa', 'vibrations': '3.0572470946646924 m/s²'}",0
V01560657,B757_6416,2024-06-09,3.6,"{'temp': '21.2°C', 'pressure': '991.8 hPa', 'vibrations': '3.6719068393978898 m/s²'}",1
V00104273,B737_1524,2024-06-09,0.6,"{'temp': '5.7°C', 'pressure': '1048.9 hPa', 'vibrations': '0.020263255210512532 m/s²'}",0
V02582127,B777_5688,2024-06-09,7.3,"{'temp': '-1.9°C', 'pressure': '904.9 hPa', 'vibrations': '1.9560936883038398 m/s²'}",0
V06188933,A330_2602,2024-06-09,3.6,"{'temp': '2.9°C', 'pressure': '936.0 hPa', 'vibrations': '2.580213346715761 m/s²'}",0
V09681587,A350_6902,2024-06-09,2.6,"{'temp': '0.3°C', 'pressure': '1033.7 hPa', 'vibrations': '3.185632787109396 m/s²'}",0
V00455372,CRJ700_1788,2024-06-09,9.1,"{'temp': '-0.2°C', 'pressure': '942.1 hPa', 'vibrations': '4.597901877654356 m/s²'}",0
V01386263,E175_3327,2024-06-09,7.7,"{'temp': '-4.4°C', 'pressure': '992.7 hPa', 'vibrations': '0.3018918806685633 m/s²'}",0
V06366740,CRJ700_4386,2024-06-09,2.9,"{'temp': '-9.4°C', 'pressure': '876.3 hPa', 'vibrations': '1.7611695750625596 m/s²'}",0
V00517882,B777_5812,2024-06-09,3.6,"{'temp': '-1.8°C', 'pressure': '911.5 hPa', 'vibrations': '1.1878424979753803 m/s²'}",0
V04918007,E175_6729,2024-06-09,4.5,"{'temp': '-8.9°C', 'pressure': '912.7 hPa', 'vibrations': '1.4013972526625658 m/s²'}",0
V01681843,A330_0921,2024-06-09,5.2,"{'temp': '-2.2°C', 'pressure': '948.9 hPa', 'vibrations': '0.400952043391713 m/s²'}",0
V01515559,A350_6092,2024-06-09,5.1,"{'temp': '1.1°C', 'pressure': '885.9 hPa', 'vibrations': '1.9620386664311713 m/s²'}",0
V01225361,A380_0553,2024-06-09,2.7,"{'temp': '10.1°C', 'pressure': '966.6 hPa', 'vibrations': '4.063732129142953 m/s²'}",0
V07506999,A330_3519,2024-06-09,5.7,"{'temp': '-8.3°C', 'pressure': '992.1 hPa', 'vibrations': '2.422909377539173 m/s²'}",0
V09078251,A380_2079,2024-06-09,5.0,"{'temp': '2.8°C', 'pressure': '933.6 hPa', 'vibrations': '0.7003574561227954 m/s²'}",0
V07793306,A350_0500,2024-06-09,1.1,"{'temp': '-5.6°C', 'pressure': '1020.6 hPa', 'vibrations': '0.35168127010361205 m/s²'}",0
V05602523,A350_5434,2024-06-09,2.5,"{'temp': '5.0°C', 'pressure': '875.3 hPa', 'vibrations': '4.256738458187717 m/s²'}",0
V09611891,A350_3122,2024-06-09,8.9,"{'temp': '26.2°C', 'pressure': '977.5 hPa', 'vibrations': '4.098154712701921 m/s²'}",1
V01240449,CRJ900_2577,2024-06-09,6.6,"{'temp': '2.0°C', 'pressure': '872.9 hPa', 'vibrations': '4.858219638827507 m/s²'}",0
V02508003,E170_1544,2024-06-09,5.2,"{'temp': '10.8°C', 'pressure': '998.8 hPa', 'vibrations': '0.1891251471065042 m/s²'}",0
V05257837,B747_2659,2024-06-09,4.1,"{'temp': '6.2°C', 'pressure': '928.5 hPa', 'vibrations': '4.4501043544511605 m/s²'}",0
V02192664,E170_2583,2024-06-09,5.2,"{'temp': '1.7°C', 'pressure': '961.1 hPa', 'vibrations': '2.354268013683875 m/s²'}",0
V05155951,B747_4824,2024-06-09,8.7,"{'temp': '8.5°C', 'pressure': '884.9 hPa', 'vibrations': '2.712099776961909 m/s²'}",0
