ref_vol,aero_linked,jour_vol,time_en_air,sensor_data,etat_voyant
V01966276,B747_1460,2024-06-11,6.7,"{'temp': '3.7°C', 'pressure': '958.9 hPa', 'vibrations': '2.0846423658273183 m/s²'}",0
V01990408,A350_2804,2024-06-11,10.0,"{'temp': '-11.7°C', 'pressure': '1035.7 hPa', 'vibrations': '1.1027358716072388 m/s²'}",0
V01060993,A340_6943,2024-06-11,0.6,"{'temp': '9.6°C', 'pressure': '912.7 hPa', 'vibrations': '1.1268893392261519 m/s²'}",0
V03724363,CRJ900_3675,2024-06-11,9.3,"{'temp': '0.5°C', 'pressure': '807.3 hPa', 'vibrations': '0.15456901459060646 m/s²'}",0
V01857579,E170_6913,2024-06-11,1.4,"{'temp': '1.4°C', 'pressure': '938.0 hPa', 'vibrations': '1.9749165672720697 m/s²'}",0
V02050810,A330_6979,2024-06-11,8.4,"{'temp': '-9.6°C', 'pressure': '969.1 hPa', 'vibrations': '1.2631599703227536 m/s²'}",0
V04396825,A380_0553,2024-06-11,8.6,"{'temp': '21.8°C', 'pressure': '983.2 hPa', 'vibrations': '3.2901975910650134 m/s²'}",1
V00410833,B767_3878,2024-06-11,9.7,"{'temp': '-2.2°C', 'pressure': '1082.9 hPa', 'vibrations': '3.6166956683314835 m/s²'}",0
V01975916,CRJ900_1943,2024-06-11,7.1,"{'temp': '2.4°C', 'pressure': '985.1 hPa', 'vibrations': '4.681095589033689 m/s²'}",0
V04225713,B767_0906,2024-06-11,0.6,"{'temp': '-2.2°C', 'pressure': '1007.1 hPa', 'vibrations': '0.8369747896194724 m/s²'}",0
V08661770,A320_3521,2024-06-11,5.4,"{'temp': '-11.3°C', 'pressure': '944.4 hPa', 'vibrations': '1.5821669050348048 m/s²'}",0
V02579847,A321_3707,2024-06-11,4.2,"{'temp': '3.0°C', 'pressure': '1007.5 hPa', 'vibrations': '2.4236231129660823 m/s²'}",0
V00124418,A350_5434,2024-06-11,8.4,"{'temp': '14.0°C', 'pressure': '1002.8 hPa', 'vibrations': '4.499682434271432 m/s²'}",0
V04976713,A320_4367,2024-06-11,5.4,"{'temp': '6.5°C', 'pressure': '933.0 hPa', 'vibrations': '3.773640828149318 m/s²'}",0
V00467979,A340_4633,2024-06-11,3.9,"{'temp': '-8.7°C', 'pressure': '1058.7 hPa', 'vibrations': '2.218220439863793 m/s²'}",0
V05986265,CRJ700_0969,2024-06-11,5.5,"{'temp': '5.0°C', 'pressure': '858.7 hPa', 'vibrations': '0.3818930074212379 m/s²'}",0
V08879726,B777_5397,2024-06-11,4.6,"{'temp': '19.1°C', 'pressure': '969.0 hPa', 'vibrations': '4.618088183175059 m/s²'}",0
V02322892,A380_6924,2024-06-11,4.3,"{'temp': '0.9°C', 'pressure': '931.3 hPa', 'vibrations': '4.90159727847623 m/s²'}",0
V07819138,B747_2724,2024-06-11,3.9,"{'temp': '0.1°C', 'pressure': '1058.6 hPa', 'vibrations': '3.648453182946738 m/s²'}",0
V09402949,E170_6353,2024-06-11,6.7,"{'temp': '1.7°C', 'pressure': '944.9 hPa', 'vibrations': '3.3767293388000947 m/s²'}",0
V08599195,E175_2945,2024-06-11,2.9,"{'temp': '-9.9°C', 'pressure': '1019.0 hPa', 'vibrations': '1.9760669720808703 m/s²'}",0
V00198099,A330_1199,2024-06-11,2.5,"{'temp': '-3.0°C', 'pressure': '1030.8 hPa', 'vibrations': '2.2079402592402726 m/s²'}",0
V06490752,B767_4217,2024-06-11,5.5,"{'temp': '-3.6°C', 'pressure': '1014.3 hPa', 'vibrations': '0.5598670456385219 m/s²'}",0
V09929412,B767_2368,2024-06-11,6.2,"{'temp': '10.8°C', 'pressure': '976.6 hPa', 'vibrations': '1.984604086126397 m/s²'}",0
V09794184,B747_6747,2024-06-11,4.8,"{'temp': '-4.1°C', 'pressure': '968.9 hPa', 'vibrations': '3.4890306325978546 m/s²'}",0
V02890913,A330_6573,2024-06-11,3.7,"{'temp': '-6.0°C', 'pressure': '922.3 hPa', 'vibrations': '3.127418679122178 m/s²'}",0
V04103304,B737_0616,2024-06-11,5.6,"{'temp': '0.8°C', 'pressure': '865.8 hPa', 'vibrations': '3.990560314501077 m/s²'}",0
V06935918,A380_0594,2024-06-11,6.4,"{'temp': '3.6°C', 'pressure': '1014.0 hPa', 'vibrations': '1.4109273572836645 m/s²'}",0
V05330215,B777_4962,2024-06-11,7.9,"{'temp': '-5.9°C', 'pressure': '931.9 hPa', 'vibrations': '1.165309632269781 m/s²'}",0
V08528877,CRJ700_6849,2024-06-11,6.0,"{'temp': '-1.1°C', 'pressure': '973.3 hPa', 'vibrations': '4.883920714060878 m/s²'}",0
V01915911,B777_2912,2024-06-11,8.2,"{'temp': '8.5°C', 'pressure': '875.9 hPa', 'vibrations': '1.6966593913618717 m/s²'}",0
V04864438,B767_2315,2024-06-11,11.3,"{'temp': '13.6°C', 'pressure': '1011.0 hPa', 'vibrations': '1.1182712435753812 m/s²'}",1
V02641228,A330_0921,2024-06-11,2.6,"{'temp': '7.6°C', 'pressure': '966.3 hPa', 'vibrations': '1.3902624953152198 m/s²'}",0
V02597814,A320_1930,2024-06-11,8.3,"{'temp': '-1.0°C', 'pressure': '920.0 hPa', 'vibrations': '1.309908746797378 m/s²'}",0
V09973733,A380_2017,2024-06-11,5.9,"{'temp': '-4.0°C', 'pressure': '919.8 hPa', 'vibrations': '3.103917496253157 m/s²'}",0
V09126469,CRJ700_1002,2024-06-11,4.5,"{'temp': '-3.3°C', 'pressure': '1029.9 hPa', 'vibrations': '4.2983778528786525 m/s²'}",0
V06682158,CRJ700_3108,2024-06-11,6.0,"{'temp': '2.6°C', 'pressure': '942.0 hPa', 'vibrations': '0.9338997128248544 m/s²'}",0
V03240231,B737_0940,2024-06-11,5.4,"{'temp': '1.6°C', 'pressure': '952.3 hPa', 'vibrations': '1.7535372708125312 m/s²'}",0
V06744544,A320_5229,2024-06-11,11.6,"{'temp': '-0.4°C', 'pressure': '923.4 hPa', 'vibrations': '2.347311282545874 m/s²'}",1
V04101864,B767_2803,2024-06-11,1.9,"{'temp': '3.0°C', 'pressure': '893.3 hPa', 'vibrations': '1.719372389350808 m/s²'}",0
V02805898,A340_6933,2024-06-11,2.9,"{'temp': '2.3°C', 'pressure': '906.4 hPa', 'vibrations': '4.781206045425864 m/s²'}",0
V02315243,CRJ900_1740,2024-06-11,4.4,"{'temp': '15.8°C', 'pressure': '925.8 hPa', 'vibrations': '2.7865317564435648 m/s²'}",0
V07028264,B747_4152,2024-06-11,5.2,"{'temp': '9.0°C', 'pressure': '922.2 hPa', 'vibrations': '0.5070554158358115 m/s²'}",0
V00339230,CRJ700_6943,2024-06-11,3.0,"{'temp': '9.8°C', 'pressure': '873.0 hPa', 'vibrations': '4.305622572063948 m/s²'}",0
V06957489,CRJ900_6319,2024-06-11,6.6,"{'temp': '16.0°C', 'pressure': '976.7 hPa', 'vibrations': '2.9982859819258985 m/s²'}",0
V02382922,A340_1384,2024-06-11,8.6,"{'temp': '-8.0°C', 'pressure': '920.5 hPa', 'vibrations': '1.1434135877811913 m/s²'}",0
V03446422,A380_6878,2024-06-11,1.7,"{'temp': '-5.1°C', 'pressure': '986.2 hPa', 'vibrations': '4.587820846872974 m/s²'}",0
V08132734,A350_5568,2024-06-11,9.3,"{'temp': '-4.7°C', 'pressure': '1109.5 hPa', 'vibrations': '3.0751367284516244 m/s²'}",0
V06507413,A321_3033,2024-06-11,9.3,"{'temp': '10.0°C', 'pressure': '1066.8 hPa', 'vibrations': '2.9600679440782707 m/s²'}",0
V08195691,E175_4558,2024-06-11,6.1,"{'temp': '-6.2°C', 'pressure': '933.5 hPa', 'vibrations': '4.967864236340506 m/s²'}",0
V05659123,B757_1844,2024-06-11,5.2,"{'temp': '9.0°C', 'pressure': '917.6 hPa', 'vibrations': '4.418079041867241 m/s²'}",0
V00810340,A320_6731,2024-06-11,3.6,"{'temp': '-1.5°C', 'pressure': '897.9 hPa', 'vibrations': '0.36673256391283104 m/s²'}",0
V02164615,A380_0415,2024-06-11,3.6,"{'temp': '-23.2°C', 'pressure': '935.5 hPa', 'vibrations': '1.0337747254078622 m/s²'}",1
V00760401,A340_2793,2024-06-11,8.0,"{'temp': '3.3°C', 'pressure': '967.1 hPa', 'vibrations': '0.7490620370302076 m/s²'}",0
V05733079,A350_1889,2024-06-11,3.3,"{'temp': '-9.3°C', 'pressure': '1017.7 hPa', 'vibrations': '1.2531524383625192 m/s²'}",0
V05392769,B757_6806,2024-06-11,4.5,"{'temp': '-10.2°C', 'pressure': '1000.0 hPa', 'vibrations': '1.2625451325304315 m/s²'}",0
V08150326,E170_5551,2024-06-11,7.6,"{'temp': '-8.9°C', 'pressure': '1009.9 hPa', 'vibrations': '4.890452550678947 m/s²'}",0
V06000524,B747_3165,2024-06-11,1.2,"{'temp': '-4.6°C', 'pressure': '993.6 hPa', 'vibrations': '3.8901258315349763 m/s²'}",0
V03580968,B767_5501,2024-06-11,3.5,"{'temp': '10.0°C', 'pressure': '951.3 hPa', 'vibrations': '0.5479429620901477 m/s²'}",0
V07290180,B777_5812,2024-06-11,5.9,"{'temp': '-2.7°C', 'pressure': '920.0 hPa', 'vibrations': '4.86854941587526 m/s²'}",0
